-0.0032598535	-0.0027713564	0.021117622	0.019186502	-0.03461118	0.024430247	-0.006827382	-0.006245801	-0.02780314	-0.0027870885	-0.037544098	-0.0081991	-0.029855227	0.02659163	-0.036991265	-0.010685611
0.019526964	0.020102806	-0.01320896	0.0007684529	0.0007585921	0.008918123	0.0036397877	-0.0088551035	0.043035634	-0.02008901	-0.024874503	-0.018882321	0.010745858	0.0027578673	0.018323446	0.031788234
0.027917132	-0.05200897	-0.05097222	0.03896343	0.01948012	-0.0735935	0.046208456	-0.013866598	0.053253427	0.019375768	0.08419904	-0.01793523	-0.025558248	-0.041237965	-0.019394794	-0.014669369
-0.013952253	-0.03444968	-0.026939547	0.0006468236	-0.0062462967	0.002740754	-0.01267282	-0.00030100378	0.01491479	0.034730267	-0.0016363295	-0.019713549	-0.03899594	-0.015719527	0.0056435643	0.040686917
0.0043702642	-0.0021295815	-0.0042883926	-0.01926679	0.07182984	-0.040919866	-0.025045794	0.038950965	-0.0026405107	-0.0022077346	0.0072199786	0.041065034	-0.026957612	-0.035077184	-0.06305899	0.035979107
0.040860873	-0.003248886	-0.018959574	-0.045784567	0.00053777	0.008459352	-0.03880718	-0.012532595	0.020678205	-0.0030511029	0.037773296	0.071803994	0.038276985	0.020840516	0.015072956	0.0027530105
-0.0038012848	-0.014823583	-0.006571895	0.011963785	0.0131245805	-0.062385786	-0.03757791	0.008635096	-0.009433199	0.009860543	0.06825929	0.027782913	0.016894313	-0.019943738	-0.0076526087	-0.0122117475
-0.002083183	-0.05636075	-0.04396181	-0.025778344	0.005512306	0.04316869	-0.043554705	0.022006964	-0.036084257	-0.04524888	0.014025299	0.0492855	-0.068130076	-0.0010797987	-0.01173281	-0.0144380275
0.04045334	-0.0387335	0.04703669	0.018366551	0.025080802	0.017540796	0.042966124	0.0043200906	-0.009562343	-0.03193502	0.017957624	0.030544333	-0.04342031	0.038914103	0.022913635	-0.033891696
-0.0036562062	-0.0030243923	0.01723384	0.012577414	0.027151449	-0.058456115	0.016556736	-0.050176006	-0.0022373751	0.017923573	-0.050767623	0.054062616	-0.07715754	0.006743796	0.017684096	0.05415576
-0.03565793	0.058055986	0.04088266	-0.057177443	0.026750913	-0.03391028	-0.033037066	-0.033448853	0.000487868	0.054502886	-0.1049305	-0.004935758	0.027036862	0.00797122	0.015998257	-0.027698223
-0.048684623	0.03119842	-0.01077352	0.015886843	0.02889061	0.03965118	0.0029491878	0.016985506	-0.08774544	-0.029656706	0.04661214	0.041482463	0.0761956	-0.011749662	0.03787073	0.035842963
0.043855634	-0.08000218	-0.032062646	-0.027605888	-0.011046399	0.0024614532	0.021410534	0.08038406	0.0038984518	-0.05775294	0.00797903	-0.052216694	0.06637989	0.008131031	0.025099229	-0.013182993
-0.06461642	0.004693409	-0.036513295	-0.045087855	-0.03251348	0.07692472	-0.08988359	0.04526525	-0.045383066	-0.033064343	0.08208704	0.068048425	-0.078297205	0.03274912	-0.027183652	-0.0015882375
-0.025979208	-0.02987988	-0.004175949	0.062345933	0.049375366	-0.02188907	0.029746624	0.02550373	-0.069154695	0.05725916	-0.045014128	0.008024392	0.026567955	-0.029271832	0.008699177	-0.008172658
-0.056237526	0.07521243	-0.030022595	0.012294332	-0.011144099	0.019524412	0.011427389	-0.020592354	0.011202678	-0.03023401	0.051470477	-0.013315765	0.024355045	0.021869712	-0.034948	-0.003586916
-0.042740397	-0.009900087	0.048481494	-0.069499895	-0.017136369	-0.017823162	-0.02150581	-0.04892585	0.013721406	-0.06897604	0.039709672	-0.038478434	-0.052802164	0.010684425	0.024527801	0.06357081
0.029459184	0.016352765	0.051350363	-0.046234626	-0.0038561446	0.054088634	-0.0059973206	0.10454499	0.037381753	0.027087543	0.030544117	0.006788306	-0.01761673	0.017170617	0.09446191	0.043270726
-0.02414605	0.05022847	0.02583385	-0.027916877	0.048341468	0.0020617489	0.013590986	-0.07786431	-0.07542858	0.0022556058	0.04886336	-0.052555673	0.05763108	-0.10249902	0.08146355	0.035555393
-0.033336986	0.018987216	-0.04311927	-0.020557925	-0.12060125	0.057917163	0.10382632	-0.030197203	-0.12050475	0.054708567	0.03850642	0.0561054	-0.015043681	0.031450044	0.06984634	0.0036613795
